CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,logLogist_3_param_r2,logLogist_3_param
HD-MY-Z,907050,235,235_907050,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962735069,0.943732942,0.895669424,0.556650076,0.336158764,0.144512575,0.031925993,0.025861795,0.007958529,QL-XII-47,HD-MY-Z,0.0372649309999999,0.017903266,0.9947424882486601,[-0.31560981 -3.83036575  0.02322808]
TOV-112D,1299070,276,276_1299070,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968464808,0.897068966,0.971872127,0.827703363,0.370034079,0.132109625,0.055352427,0.034581936,0.037063944,CAY10603,TOV-112D,0.0315351919999999,0.002482008,0.9927242004586471,[-0.2808792  -6.09890696  0.04835397]
RXF393,905978,276,276_905978,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968760486,0.853142229,0.760688601,0.617867449,0.491830707,0.328782495,0.038360983,0.034715824,0.035471063,CAY10603,RXF393,0.031239514,0.0007552389999999,0.9904995890221963,[-0.27333844 -2.21275157  0.00589075]
BFTC-905,910926,1006,1006_910926,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98832586,0.583602237,0.71144174,0.528690163,0.632213029,0.38659791,0.229256499,0.168932534,0.137006157,Cytarabine,BFTC-905,0.01167414,0.031926377,0.907331525347025,[-0.3154418  -1.40760414  0.11838932]
DEL,906836,276,276_906836,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.995136448,0.736328909,0.708670984,0.439903508,0.158860378,0.007933159,0.008593357,0.005758193,0.007179126,CAY10603,DEL,0.0048635519999999,0.001420933,0.9867605283236907,[-0.39001828 -3.32803302 -0.01269916]
DEL,906836,245,245_906836,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953403242,0.964475796,0.957766579,0.92785996,0.667517545,0.0120418,0.003599983,0.00367036,-3.95e-05,UNC0638,DEL,0.0465967579999999,0.00370986,0.9956831452143877,[-2.39391762e-01 -1.03763459e+01 -4.53049919e-03]
BCPAP,924104,134,134_924104,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984438388,0.906998687,0.774452932,0.584282269,0.338655863,0.326875718,0.20227719,0.197056444,0.15590243,Etoposide,BCPAP,0.0155616119999999,0.0411540139999999,0.9921818499889828,[-0.36125368 -3.35801856  0.19132535]
NCI-H1703,908474,1004,1004_908474,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986584766,0.751818808,0.574157507,0.268263091,0.090479726,0.045467159,0.062850628,0.056476172,0.055577161,Vinblastine,NCI-H1703,0.0134152339999999,0.0008990109999999,0.9953064208882799,[-0.47003329 -4.11246049  0.04612229]
DEL,906836,88,88_906836,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9753287,0.9496172,0.842630312,0.702479281,0.534434003,0.352470274,0.154804382,0.042511757,0.014153959,Entinostat,DEL,0.0246712999999999,0.0283577979999999,0.998656319565707,[-0.23958996 -2.38711975  0.01973665]
HCT-116,905936,273,273_905936,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.956654404,0.939085425,0.796488003,0.545854185,0.254459843,0.083648766,0.024718805,0.019011099,0.017728406,CUDC-101,HCT-116,0.0433455959999999,0.001282693,0.999503545874996,[-0.3395076 -3.9628225  0.0163062]
RXF393,905978,272,272_905978,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958196671,0.972348466,0.852482288,0.752535833,0.715555335,0.380164946,0.182004082,0.080618623,0.050630637,AR-42,RXF393,0.0418033289999999,0.029987986,0.9906187309965834,[-0.21202591 -2.53267045  0.04641876]
SU-DHL-8,1331038,53,53_1331038,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955025634,0.985187654,0.932663828,0.85761252,0.748893125,0.211497815,0.020889611,0.018722388,0.0162462,CGP-60474,SU-DHL-8,0.044974366,0.002476188,0.9923154492275419,[-0.21912118 -5.40877539  0.00704915]
GR-ST,906877,170,170_906877,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965049141,0.893603406,0.363845043,0.02899954,0.011937403,0.007391401,0.004361209,0.009245485,0.006672034,Shikonin,GR-ST,0.0349508589999999,0.0025734509999999,0.9993277011150073,[-5.10527184e-01 -8.69554409e+00  5.11447958e-03]
A427,910851,196,196_910851,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985190141,0.976460968,0.911705078,0.789860978,0.631216854,0.538684233,0.322746137,0.158903483,0.13974336,Phenformin,A427,0.0148098589999999,0.019160123,0.9942329265928845,[-0.20081933 -2.21464526  0.13515068]
LOUCY,907789,235,235_907789,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976219031,0.868746926,0.77647361,0.651191068,0.243612068,0.010816201,0.008975975,0.009346965,0.013092191,QL-XII-47,LOUCY,0.023780969,0.0037452259999999,0.9894019691062572,[-0.32572469 -3.96767888 -0.01089803]
RPMI-8226,905964,272,272_905964,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971231639,0.916720922,0.817016182,0.601365223,0.27820643,0.016448797,0.006545683,0.006377945,0.007612863,AR-42,RPMI-8226,0.028768361,0.0012349179999999,0.9971787707087792,[-0.32383117 -4.11469759 -0.00868007]
LS-411N,907794,219,219_907794,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996105741,0.879642577,0.765163891,0.42557145,0.1670843,0.167648309,0.133437445,0.159697108,0.159949678,AT-7519,LS-411N,0.0038942589999999,0.00025257,0.9950187571226037,[-0.40700885 -5.30774123  0.14466888]
PC-14,753608,276,276_753608,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962203552,0.929272913,0.931032729,0.712489961,0.869848145,0.179966523,0.080170767,0.025975874,0.014022195,CAY10603,PC-14,0.037796448,0.011953679,0.9474345114056058,[-0.21357971 -7.07670898  0.02856871]
MHH-PREB-1,908136,257,257_908136,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985344221,0.931282886,0.914358502,0.724638669,0.248915033,0.128230013,0.154772567,0.137149327,0.094740745,NPK76-II-72-1,MHH-PREB-1,0.014655779,0.0424085819999999,0.9943955283994317,[-0.32070884 -7.14342933  0.12314753]
NCI-H1666,908473,136,136_908473,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.998165073,0.921595417,0.962722751,0.764284177,0.600363969,0.405551992,0.215328713,0.054868395,0.022998984,Mitomycin-C,NCI-H1666,0.0018349269999999,0.031869411,0.9937194860163865,[-0.21209978 -2.50350285  0.03340726]
HCC1500,1303900,200,200_1303900,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97394692,0.907486529,0.773179508,0.541236659,0.485055413,0.0670654,0.080142697,0.065285536,0.050903291,Dacinostat,HCC1500,0.0260530799999999,0.014382245,0.9797120137526252,[-0.31818204 -3.04698805  0.03983343]
CAL-148,924106,201,201_924106,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954343366,0.935865457,0.934821477,0.953343227,0.877366922,0.657563794,0.273643354,0.171693579,0.148969875,Epothilone B,CAL-148,0.0456566339999999,0.022723704,0.9915513022506666,[-0.16278712 -3.93648624  0.14976291]
PA-TU-8988T,1240201,1149,1149_1240201,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999257191,0.987496437,0.911561024,0.662464992,0.44928965,0.242361992,0.12551973,0.085737798,0.089930799,TW 37,PA-TU-8988T,0.000742809,0.004193001,0.996737378613608,[-0.28955018 -3.69111158  0.09645176]
G-402,907298,157,157_907298,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958157078,0.795334906,0.673175758,0.602280133,0.638809169,0.268648968,0.068013483,0.056493161,0.072157883,JNK-9L,G-402,0.0418429219999999,0.015664722,0.9590252557401854,[-0.27790244 -1.94336932  0.02308507]
KY821,907300,180,180_907300,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977973029,0.948166063,0.546028586,0.210158516,0.140679717,0.12376359,0.109326885,0.133234983,0.121202239,Thapsigargin,KY821,0.0220269709999999,0.0120327439999999,0.9990421230912321,[-0.47933124 -7.92219554  0.12628597]
OC-314,909257,276,276_909257,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958703055,0.972134695,0.9482948,0.924266849,0.794215498,0.327523283,0.085627192,0.033916224,0.019086208,CAY10603,OC-314,0.041296945,0.014830016,0.9966640179496905,[-0.20349706 -5.13399374  0.03086201]
SK-UT-1,909732,235,235_909732,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970152877,0.951729823,0.960818888,0.973867094,0.771831187,0.285971238,0.057396175,0.03932301,0.018024129,QL-XII-47,SK-UT-1,0.029847123,0.021298881,0.9973608613545967,[-0.20916068 -5.94358377  0.03119029]
D-502MG,946373,268,268_946373,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960442805,0.661106869,0.296044917,0.032355917,-0.005344176,-0.004205941,-0.005767473,-0.006495744,-0.010358745,Sepantronium bromide,D-502MG,0.0395571949999999,0.003863001,0.9987385896968985,[-0.56721463 -5.42397175 -0.01195406]
HTC-C3,924151,276,276_924151,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951042049,0.865049076,0.75039074,0.472392753,0.338172876,0.218061586,0.079686633,0.037239488,0.026663494,CAY10603,HTC-C3,0.048957951,0.010575994,0.9947644783278188,[-0.34533613 -2.68656095  0.03969399]
CHP-212,906820,133,133_906820,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976917856,0.994295129,0.847084969,0.483104916,0.281873679,0.280268784,0.117301827,0.111544461,0.106328553,Doxorubicin,CHP-212,0.0230821439999999,0.0052159079999999,0.9845031447554028,[-0.36770849 -5.06103878  0.14744724]
DEL,906836,292,292_906836,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964049265,0.990571246,0.939475381,0.940046727,0.621987001,0.245082229,0.007961598,0.013184134,0.001978068,Masitinib,DEL,0.035950735,0.011206066,0.9969375764292613,[-2.26013526e-01 -4.90093096e+00  1.20529649e-03]
JHU-029,1298156,180,180_1298156,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984858438,0.860032007,0.541569462,0.23896537,0.201012752,0.132487191,0.228714574,0.154386958,0.187621668,Thapsigargin,JHU-029,0.015141562,0.03323471,0.9947297347619192,[-0.49951493 -6.28017869  0.17577519]
KG-1-C,1240164,308,308_1240164,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968004256,0.942827104,0.915595653,0.694192986,0.403997282,0.097606989,0.026685715,0.027712865,0.013078982,WIKI4,KG-1-C,0.031995744,0.014633883,0.9981808766316819,[-0.28738015 -4.26667076  0.01295435]
WSU-NHL,909785,272,272_909785,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971350761,0.964997931,0.937188695,0.933264452,0.43316467,0.065130993,0.226377175,0.061128476,0.013739279,AR-42,WSU-NHL,0.028649239,0.047389197,0.9812908678064642,[-0.26937657 -9.62892343  0.08853848]
Ishikawa(Heraklio)02ER-,1240156,182,182_1240156,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.99832569,0.600308766,0.434491077,0.370994584,0.404093923,0.2887929,0.093391242,0.017617218,0.037904035,Obatoclax Mesylate,Ishikawa(Heraklio)02ER-,0.0016743099999999,0.020286817,0.9283920110746126,[-0.44258917 -1.77746726  0.04319578]
RPMI-7951,910903,328,328_910903,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982137349,0.614242951,0.312268484,0.223654808,0.053953139,0.010172253,0.001220916,0.000466656,0.000322907,SNX-2112,RPMI-7951,0.0178626509999999,0.000143749,0.9881867785737948,[-0.56077634 -4.03521338  0.01135208]
SUP-T1,909743,140,140_909743,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961926373,0.948566788,0.893711833,0.660617117,0.404323059,0.373381464,0.252872156,0.155377116,0.162404207,Vinorelbine,SUP-T1,0.038073627,0.0070270909999999,0.9846766344144259,[-0.31090783 -3.31032018  0.19039441]
NCI-H3122,1240190,170,170_1240190,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98286641,0.929197925,0.974423473,0.449241929,0.022115801,0.009846681,0.013949491,0.006797964,0.005211,Shikonin,NCI-H3122,0.01713359,0.0015869639999999,0.9974284249770872,[-3.58584792e-01 -1.23768094e+01  8.64622579e-03]
WM793B,1299081,328,328_1299081,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975727976,0.916098083,0.617045154,0.228218367,0.106292682,0.082201438,0.090470628,0.090271223,0.086106717,SNX-2112,WM793B,0.0242720239999999,0.0041645059999999,0.9997339922550161,[-0.45494404 -6.47608716  0.08601176]
WM793B,1299081,308,308_1299081,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994226665,0.976517929,0.948975437,0.870664322,0.842744494,0.689903298,0.139665482,0.008792629,0.004566768,WIKI4,WM793B,0.0057733349999999,0.004225861,0.9879907623556471,[-0.15442368 -3.90017556 -0.01304127]
DEL,906836,331,331_906836,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965550849,0.926863757,0.861138551,0.597416719,0.295570738,0.158529298,0.074653051,0.049900322,0.019831433,QL-X-138,DEL,0.034449151,0.0300688889999999,0.9973809566543392,[-0.32351272 -3.94493228  0.04845618]
KOPN-8,1330933,152,152_1330933,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977134293,0.977334587,0.978927023,0.927822331,0.709470249,0.570081559,0.227830842,0.062772803,0.02904212,CP466722,KOPN-8,0.022865707,0.033730683,0.9951877613489672,[-0.17068354 -2.89179202  0.03023209]
EoL-1-cell,906856,190,190_906856,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95995948,0.855483037,0.744811687,0.532527772,0.384654539,0.245773914,0.143459329,0.091435866,0.063853348,Bleomycin,EoL-1-cell,0.04004052,0.027582518,0.9979508189682547,[-0.33871544 -2.54183168  0.0827055 ]
Ramos-2G6-4C10,910401,276,276_910401,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987082437,0.874159423,0.68356756,0.271859354,0.012949093,0.005238846,0.004231658,0.003105298,0.009464938,CAY10603,Ramos-2G6-4C10,0.012917563,0.00635964,0.9975381127543476,[-4.21592904e-01 -5.54370946e+00 -4.49290713e-03]
DU-4475,906844,268,268_906844,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968131746,0.914150992,0.43319986,0.112973049,0.020671168,0.010915969,0.006601344,0.006006625,0.005763037,Sepantronium bromide,DU-4475,0.031868254,0.0002435879999999,0.9988251230032112,[-0.49236058 -7.4244358   0.01181371]
MC-CAR,683665,273,273_683665,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976819744,0.986482012,0.804182326,0.485062641,0.351731523,0.207023126,0.204695026,0.146562835,0.121918331,CUDC-101,MC-CAR,0.0231802559999999,0.0246445039999999,0.9908431259214993,[-0.37064078 -4.40079941  0.16626121]
CAL-27,910916,201,201_910916,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978369371,0.963158751,0.826214387,0.180741784,0.053155925,0.037410708,0.041665128,0.033018065,0.012870041,Epothilone B,CAL-27,0.021630629,0.020148024,0.9989460947941531,[ -0.41391336 -10.48565299   0.03392254]
HCC1937,749714,273,273_749714,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993647954,0.962113437,0.949705258,0.981881519,0.931781772,0.471121807,0.192755907,0.092112904,0.046018181,CUDC-101,HCC1937,0.0063520459999999,0.046094723,0.9923589901544259,[-0.182888   -6.14113444  0.09408407]
H3118,1240140,272,272_1240140,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.956055459,0.85370838,0.712508132,0.563581252,0.334398471,0.113508054,0.037881093,0.017844148,0.005973848,AR-42,H3118,0.043944541,0.0118703,0.998297403134727,[-3.33410003e-01 -2.79626144e+00  5.30465074e-04]
NCI-H526,688025,1149,1149_688025,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988115416,0.981927679,0.904249467,0.922700629,0.764216036,0.329839233,0.173238437,0.104396741,0.142444875,TW 37,NCI-H526,0.011884584,0.038048134,0.9931903951560485,[-0.21667481 -5.09862496  0.12757859]
SK-MG-1,909729,274,274_909729,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96726714,0.881595928,0.754958583,0.635227323,0.471859797,0.225601496,0.059371121,0.032702753,0.015670194,Belinostat,SK-MG-1,0.0327328599999999,0.017032559,0.9973732458219917,[-0.28427992 -2.47884335  0.00555971]
Daudi,906831,173,173_906831,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967703973,0.920332904,0.836711151,0.691189183,0.255249616,0.02326526,0.01072223,0.011516211,0.006230768,FH535,Daudi,0.032296027,0.005285443,0.994346715874501,[-3.12062496e-01 -4.78589735e+00 -3.94032479e-03]
D-336MG,946369,56,56_946369,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953249732,0.702555005,0.436562933,0.216103702,0.162066469,0.157798425,0.114410172,0.119713533,0.119417728,WH-4-023,D-336MG,0.046750268,0.0002958049999999,0.9981361012537295,[-0.55319453 -4.50907598  0.1272048 ]
RMG-I,909699,344,344_909699,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973897819,0.96985455,0.984907923,0.964923066,0.579679137,0.024773968,0.010293306,0.006889621,0.007692102,THZ-2-49,RMG-I,0.0261021809999999,0.0008024809999999,0.9990459725492131,[-2.47903446e-01 -1.03589649e+01  5.58423381e-03]
647-V,906797,200,200_906797,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965495361,0.997044843,0.954158769,0.815362035,0.398517087,0.230016091,0.064809091,0.021526571,0.045464883,Dacinostat,647-V,0.034504639,0.0239383119999999,0.9931945934492994,[-0.27204372 -4.69851988  0.05197597]
OCI-AML2,910947,134,134_910947,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969730959,0.982001743,0.780914471,0.513309003,0.332674071,0.152634838,0.096552238,0.101133227,0.088004574,Etoposide,OCI-AML2,0.030269041,0.013128653,0.9957338072944076,[-0.35221989 -3.91463015  0.09653592]
NOS-1,925345,224,224_925345,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965029766,0.716845506,0.648781824,0.50060783,0.292875266,0.155458005,0.106355343,0.073538193,0.059723084,AS605240,NOS-1,0.0349702339999999,0.0138151089999999,0.9910017710816413,[-0.39385    -2.45850196  0.06123112]
TE-15,753614,11,11_753614,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988247442,0.67609052,0.219125045,0.222502009,0.130658967,0.126588688,0.064119572,0.063143271,0.035358781,Paclitaxel,TE-15,0.0117525579999999,0.02778449,0.984938844114616,[-0.6025194  -7.01075535  0.0993717 ]
SW13,909744,201,201_909744,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95399638,0.980868827,0.998295934,0.887291455,0.755977269,0.478006848,0.457018383,0.02611534,0.026531079,Epothilone B,SW13,0.04600362,0.0004157389999999,0.9716981221987289,[-0.14954641 -2.18175248  0.00517656]
OCI-AML2,910947,173,173_910947,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978570035,0.922077537,0.848718761,0.805266388,0.575890994,0.474975401,0.131346456,0.040122316,0.015014364,FH535,OCI-AML2,0.021429965,0.0251079519999999,0.9918853601622376,[-2.07027310e-01 -2.32468271e+00  4.11752487e-04]
OCI-AML2,910947,208,208_910947,2,0.128,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971255219,0.952495954,0.97797816,0.977565378,0.981414094,0.953245292,0.044778263,0.041683577,0.042996972,Ispinesib Mesylate,OCI-AML2,0.0287447809999999,0.001313395,0.9975725277853973,[ -0.14980491 -18.36335405   0.04220411]
Tera-1,1331043,173,173_1331043,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990872045,0.99592946,0.979702085,0.90776051,0.971229272,0.852383189,0.465439002,0.158532069,0.115151013,FH535,Tera-1,0.0091279549999999,0.043381056,0.9936667956750621,[-0.12080569 -3.94088374  0.12095641]
ALL-PO,910944,228,228_910944,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9777545,0.865421689,0.70962361,0.565922456,0.421828353,0.344645495,0.148466589,0.048120847,0.006607649,AKT inhibitor VIII,ALL-PO,0.0222455,0.041513198,0.9912286000581401,[-0.2898724  -1.97739761  0.02102584]
NCI-H1437,687794,182,182_687794,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.956957005,0.911153688,0.548043569,0.365604133,0.308180374,0.279533522,0.10750068,0.051687439,0.008246794,Obatoclax Mesylate,NCI-H1437,0.0430429949999999,0.043440645,0.9629058550272926,[-0.41134207 -2.7701064   0.07700305]
PCI-4B,1298531,180,180_1298531,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959760511,0.239082791,0.172263552,0.117529209,0.116988461,0.134542286,0.092232857,0.147811094,0.16590157,Thapsigargin,PCI-4B,0.0402394889999999,0.0180904759999999,0.9956948822410844,[ -0.75959199 -13.07891934   0.13486543]
H3118,1240140,276,276_1240140,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961310474,0.837282057,0.709395353,0.447045631,0.250787156,0.108056919,0.022348626,0.011192405,0.011212519,CAY10603,H3118,0.0386895259999999,2.0113999999999896e-05,0.9991053202953101,[-0.37105737 -3.1036165   0.00951157]
MM1S,1659818,1003,1003_1659818,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95181958,0.966340211,0.852451421,0.794006676,0.473776231,0.283565575,0.021838003,0.105824943,0.116958823,Camptothecin,MM1S,0.04818042,0.0111338799999999,0.9872969937232902,[-0.26788399 -3.62164769  0.07873227]
TE-15,753614,60,60_753614,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999307471,0.850801238,0.936649698,0.826558788,0.771301093,0.054771607,0.030175425,0.030821576,0.043471041,BI-2536,TE-15,0.000692529,0.012649465,0.9702535244620071,[ -0.22987254 -10.18700516   0.02584315]
OCI-AML2,910947,152,152_910947,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999307927,0.94645551,0.92540953,0.985410567,0.886890707,0.633926162,0.370300839,0.059171664,0.017500694,CP466722,OCI-AML2,0.0006920729999999,0.04167097,0.9932269738501355,[-0.13746146 -2.85733045  0.01384562]
MRK-nu-1,908151,135,135_908151,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952449506,0.58685334,0.333417209,0.267782301,0.194989233,0.15203445,0.145045197,0.17370987,0.161062235,Gemcitabine,MRK-nu-1,0.047550494,0.0126476349999999,0.9923998175014507,[-0.63404643 -5.04032794  0.17232535]
