CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last,logLogist_3_param_r2,logLogist_3_param
LB373-MEL-D,753581,276,276_753581,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987481552,0.996132127,0.953852031,0.824446147,0.718380265,0.422049201,0.201840762,0.049195274,0.047119461,CAY10603,LB373-MEL-D,0.012518448,0.0020758129999999,0.997844738037704,[-0.19759304 -2.98478527  0.04440305]
NCI-H2087,724834,272,272_724834,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98107739,0.991424101,0.94667543,0.926298918,0.673953646,0.505232871,0.259133027,0.180911717,0.146331317,AR-42,NCI-H2087,0.0189226099999999,0.0345804,0.9946125085855514,[-0.20370024 -3.21260043  0.16016505]
EW-13,949166,140,140_949166,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96893768,0.802552548,0.99655862,0.886010202,0.671715153,0.48881694,0.2274331,0.162576908,0.132098183,Vinorelbine,EW-13,0.0310623199999999,0.0304787249999999,0.9679687846859926,[-0.20533927 -2.87664323  0.13201033]
Daudi,906831,200,200_906831,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961158872,0.853987795,0.666349932,0.340056519,0.355130508,0.328230632,0.167227208,0.084555437,0.051639006,Dacinostat,Daudi,0.0388411279999999,0.0329164309999999,0.9606261172140507,[-0.40322759 -2.60131697  0.11461292]
ES7,684059,219,219_684059,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986533884,0.822217832,0.804988199,0.415768704,0.121737704,0.071362677,0.052520566,0.060500842,0.051706861,AT-7519,ES7,0.013466116,0.008793981,0.9893963972263002,[-0.3868632  -4.86831717  0.04707595]
NBsusSR,925342,165,165_925342,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994696991,0.896000815,0.77223196,0.543530502,0.231263289,0.040427748,0.016735528,0.012700454,0.008517737,DMOG,NBsusSR,0.005303009,0.004182717,0.9985038460586441,[-3.45089487e-01 -3.91312703e+00  1.32900579e-03]
CAL-27,910916,167,167_910916,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983949105,0.975476853,0.90521692,0.949777552,0.812089224,0.556197935,0.3379541,0.009009962,0.015933305,OSU-03012,CAL-27,0.016050895,0.0069233429999999,0.9926798402683933,[-0.15023936 -2.61555207 -0.00684459]
UACC-62,905976,272,272_905976,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968510839,0.985404577,0.950615323,0.9537441,0.879473613,0.81259421,0.314228357,0.100673851,0.05355465,AR-42,UACC-62,0.0314891609999999,0.0471192009999999,0.99212745079414,[-0.13510216 -4.1073326   0.06352012]
CESS,910688,60,60_910688,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965516469,0.944039212,0.973664227,0.847009382,0.475898967,0.09278919,0.033096367,0.023449787,0.029009309,BI-2536,CESS,0.034483531,0.005559522,0.9977376140488021,[-0.26310436 -5.89372785  0.02338714]
SW1783,909750,276,276_909750,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967748013,0.936383826,0.948099475,0.940110765,0.895018823,0.576296055,0.14012342,0.016548963,0.016028411,CAY10603,SW1783,0.0322519869999999,0.000520552,0.9951295907264431,[-0.16507756 -4.44517784  0.0112474 ]
EFM-192A,1290798,194,194_1290798,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963072382,0.992421053,0.930358006,0.777276023,0.531736649,0.058306906,0.057072697,0.034148194,0.069624264,Luminespib,EFM-192A,0.0369276179999999,0.03547607,0.9912480339652849,[-0.2650411  -5.15668081  0.03441839]
SCC-3,910930,53,53_910930,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975239443,0.990926074,0.993885005,0.95741559,0.920407478,0.652317752,0.105331176,0.001762721,0.002291659,CGP-60474,SCC-3,0.024760557,0.000528938,0.998897723491186,[-1.57927797e-01 -5.43235404e+00 -2.67743249e-03]
SNU-C1,910905,157,157_910905,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984770465,0.905070569,0.796560083,0.818089963,0.607252024,0.264036685,0.100519914,0.075980363,0.073485142,JNK-9L,SNU-C1,0.015229535,0.0024952209999999,0.9856917905183887,[-0.24459983 -3.02464066  0.05302161]
ES8,949155,170,170_949155,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992783688,0.96267411,0.812366514,0.747290977,0.093836765,0.016143483,0.014084579,0.011474273,0.010548525,Shikonin,ES8,0.0072163119999999,0.000925748,0.9848730432898832,[-3.18716724e-01 -8.53118124e+00  4.66774811e-03]
SK-MEL-1,909723,268,268_909723,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954221826,0.707448506,0.544911126,0.341334653,0.204566412,0.115652643,0.050493033,0.039292104,0.025735425,Sepantronium bromide,SK-MEL-1,0.0457781739999999,0.013556679,0.9956819459598323,[-0.45903959 -2.86719806  0.0399753 ]
CCRF-CEM,905952,219,219_905952,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951732085,0.92913502,0.810985617,0.50408408,0.071073766,0.01716609,0.006812853,0.008755099,0.006635748,AT-7519,CCRF-CEM,0.048267915,0.002119351,0.9956072412672704,[-3.60555950e-01 -5.67181852e+00 -1.88904633e-03]
NCI-H2227,688018,305,305_688018,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972354478,0.906789659,0.824836598,0.733919069,0.69776254,0.560991592,0.099854813,0.093741813,0.114481923,TPCA-1,NCI-H2227,0.027645522,0.02074011,0.9629863474265097,[-0.20514199 -2.28204247  0.06048096]
SUP-T1,909743,133,133_909743,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977869797,0.998348724,0.93598909,0.728914291,0.553225372,0.379389915,0.197854781,0.138830936,0.115927995,Doxorubicin,SUP-T1,0.022130203,0.0229029409999999,0.9942476466880735,[-0.25218754 -3.04919413  0.13096628]
NBsusSR,925342,274,274_925342,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952787863,0.824100322,0.494478933,0.108522092,0.032290774,0.016547707,0.016985419,0.020862825,0.016680844,Belinostat,NBsusSR,0.047212137,0.004181981,0.9982618158870303,[-0.49005546 -5.76197484  0.01222778]
RKO,909698,140,140_909698,2,0.064,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.974182105,0.896804394,0.658506321,0.143310562,0.009501358,0.016418473,0.024000345,0.004152341,0.015498741,Vinorelbine,RKO,0.0258178949999999,0.0113464,0.9975540485067876,[-0.44326179 -7.41147167  0.00855398]
BL-70,910707,136,136_910707,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955284317,0.942852495,0.82969115,0.740500985,0.574431465,0.380546473,0.148374149,0.020360741,0.008065058,Mitomycin-C,BL-70,0.0447156829999999,0.012295683,0.9988699406438687,[-0.22290402 -2.29126816 -0.00352724]
MDA-MB-175-VII,908120,268,268_908120,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952305007,0.894222644,0.759209047,0.651571139,0.351681092,0.075169129,0.008697067,0.005308068,0.004811268,Sepantronium bromide,MDA-MB-175-VII,0.047694993,0.0004968,0.9944110672426388,[-0.30907991 -3.24978599 -0.01440417]
OCI-LY-19,1330984,83,83_1330984,2,1.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95140801,0.891967501,0.809832747,0.656984416,0.477613912,0.358143513,0.257510422,0.206932014,0.158259171,JW-7-52-1,OCI-LY-19,0.04859199,0.0486728429999999,0.9979861642991895,[-0.30741053 -2.47079416  0.18355785]
JM1,1327768,1012,1012_1327768,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957676112,0.910799013,0.835788399,0.772411546,0.544609975,0.166957715,0.081452792,0.047173389,0.036087582,Vorinostat,JM1,0.0423238879999999,0.011085807,0.9909201634983623,[-0.26092741 -3.38077537  0.02853944]
RPMI-8866,910544,1057,1057_910544,2,0.25,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976177439,0.929490767,0.841620551,0.681319121,0.449809129,0.267973403,0.228219523,0.19256354,0.154630359,Dactolisib,RPMI-8866,0.023822561,0.037933181,0.9983284151940497,[-0.31278113 -3.39113431  0.17960249]
IOSE-364(-),1479991,152,152_1479991,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988403497,0.996800339,0.920809006,0.900859381,0.784690688,0.561501558,0.329253996,0.112874237,0.134254141,CP466722,IOSE-364(-),0.011596503,0.0213799039999999,0.997297494128795,[-0.17129778 -2.74649547  0.11307004]
ES7,684059,104,104_684059,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968970111,0.798638255,0.845982902,0.758820418,0.291994518,0.033918046,0.012420064,0.010403055,0.016432056,Bortezomib,ES7,0.031029889,0.006029001,0.974618632060595,[-0.30006962 -4.4978216  -0.00489559]
EPLC-272H,753556,219,219_753556,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988066518,0.909015528,0.755799503,0.175040624,0.029404354,0.017991226,0.006305529,0.007787263,0.010489762,AT-7519,EPLC-272H,0.0119334819999999,0.0027024989999999,0.997325509884724,[-0.42223806 -8.37070833  0.00986739]
TGBC11TKB,909770,276,276_909770,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971143334,0.933537012,0.989045849,0.964451717,0.837300725,0.567426479,0.285916369,0.089242917,0.069662363,CAY10603,TGBC11TKB,0.028856666,0.019580554,0.9952325108666873,[-0.16353161 -3.32448293  0.07411185]
NCI-H1581,908471,272,272_908471,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96521625,0.989128091,0.958929395,0.598175489,0.209991942,0.05443502,0.026805447,0.010037169,0.006413405,AR-42,NCI-H1581,0.03478375,0.003623764,0.9976988167583053,[-0.32669916 -6.26366593  0.02103907]
LB831-BLC,753584,219,219_753584,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952394287,0.975698028,0.726857494,0.718953773,0.832801913,0.103072481,0.186361004,0.18608315,0.139061047,AT-7519,LB831-BLC,0.047605713,0.047022103,0.8774880512587855,[-0.25526366 -3.20795441  0.12646422]
KARPAS-422,907274,167,167_907274,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973042162,0.992706437,0.972387468,0.865748023,0.751166786,0.710662542,0.546808285,0.006785696,0.004614866,OSU-03012,KARPAS-422,0.0269578379999999,0.00217083,0.9744391817715029,[-0.11505321 -2.11427032 -0.04591374]
CA46,910703,252,252_910703,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973322478,0.987283513,0.942067898,0.908593112,0.696540643,0.199408078,0.173145661,0.162371863,0.156164676,WZ3105,CA46,0.0266775219999999,0.006207187,0.9945484457130407,[-0.23982803 -7.46466774  0.15521261]
CCRF-CEM,905952,272,272_905952,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952896515,0.886871402,0.594004593,0.120857285,0.053572437,0.032540336,0.019646067,0.020476282,0.019787319,AR-42,CCRF-CEM,0.0471034849999999,0.0006889629999999,0.9971987779394829,[-0.46099023 -6.9293215   0.02176161]
KS-1,907313,83,83_907313,2,1.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975139264,0.635684951,0.303728527,0.147426927,0.289718946,0.112623295,0.074588297,0.055277038,0.071755606,JW-7-52-1,KS-1,0.024860736,0.016478568,0.9700145257458368,[-0.60485413 -5.57007048  0.11643798]
TE-9,946353,194,194_946353,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.961516675,0.998781799,0.851511936,0.982897227,0.999222159,0.565713711,0.069722863,0.080084694,0.079500792,Luminespib,TE-9,0.0384833249999999,0.0005839019999999,0.9851406999188781,[ -0.17526358 -25.29889323   0.07643428]
697,906800,133,133_906800,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95553816,0.841665916,0.552412902,0.39495226,0.016022868,0.008529669,0.009516199,0.005182115,0.005256012,Doxorubicin,697,0.0444618399999999,7.389699999999985e-05,0.9887174992634991,[-0.43025073 -3.94876435 -0.0096587 ]
TOV-112D,1299070,173,173_1299070,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952806528,0.994345002,0.888127282,0.800779636,0.600722589,0.167224678,0.044051238,0.023070676,0.019556881,FH535,TOV-112D,0.047193472,0.0035137949999999,0.9940051252364829,[-0.24485125 -4.12065044  0.0107387 ]
8-MG-BA,687562,256,256_687562,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975050447,0.997276241,0.850848579,0.852405323,0.807027993,0.603085226,0.251754225,0.027179918,0.011193154,JW-7-24-1,8-MG-BA,0.024949553,0.015986764,0.9899256578898836,[-0.15611392 -2.50129616 -0.01277608]
SF268,905986,1022,1022_905986,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98702105,0.837229112,0.852899148,0.761587639,0.647273266,0.456088615,0.33738121,0.176712242,0.147914219,AZD7762,SF268,0.01297895,0.0287980229999999,0.9919154144555073,[-0.21959794 -1.88818504  0.13973937]
GI-ME-N,906872,328,328_906872,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985142428,0.957335971,0.737562142,0.362592968,0.168224942,0.08720399,0.091024025,0.077538788,0.078280889,SNX-2112,GI-ME-N,0.014857572,0.000742101,0.9993959332010862,[-0.40513456 -5.63468705  0.08475696]
NCI-H211,1240189,245,245_1240189,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996950429,0.990630779,0.958967993,0.924194337,0.854106295,0.355011875,0.005715432,-0.001002535,-0.009574118,UNC0638,NCI-H211,0.003049571,0.0085715829999999,0.9977345533149519,[-0.19334304 -5.94399362 -0.01244024]
TOV-112D,1299070,344,344_1299070,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965466663,0.765248489,0.85385338,0.504840821,0.182551583,0.054361063,0.016448424,0.020424162,0.013566809,THZ-2-49,TOV-112D,0.034533337,0.0068573529999999,0.9794721509067417,[-0.3546236  -3.91326523  0.00467983]
JHH-2,1240157,276,276_1240157,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.970166108,0.979547489,0.959363966,0.8946368,0.657422772,0.255822709,0.096200584,0.01248944,0.020158743,CAY10603,JHH-2,0.0298338919999999,0.007669303,0.998386532697276,[-0.22439943 -4.5145969   0.0271281 ]
LU-135,713899,252,252_713899,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997527204,0.913575516,0.880741103,0.978862484,0.827460871,0.250245629,0.084207908,0.236986941,0.192966788,WZ3105,LU-135,0.002472796,0.044020153,0.9748974778731675,[-0.22244001 -9.59483206  0.17106297]
NCI-H196,1240186,268,268_1240186,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957181034,0.922338388,0.756711256,0.428818275,0.164514215,0.047412697,0.013447627,0.013831473,0.009977964,Sepantronium bromide,NCI-H196,0.042818966,0.0038535089999999,0.9994510849510252,[-0.3754342  -4.44925614  0.01181112]
HCC1500,1303900,274,274_1303900,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98447566,0.963524055,0.825049733,0.634316702,0.279548919,0.095140023,0.070340227,0.061062036,0.060546667,Belinostat,HCC1500,0.01552434,0.000515369,0.9986517787987036,[-0.32670036 -4.50654469  0.05628677]
EPLC-272H,753556,273,273_753556,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957529008,0.872017147,0.666738499,0.45226884,0.273559578,0.204995179,0.072939164,0.059848109,0.028691399,CUDC-101,EPLC-272H,0.042470992,0.0311567099999999,0.9952496148053867,[-0.37998541 -2.93368038  0.05708958]
K5,924238,194,194_924238,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958052724,0.882192281,0.883736202,0.803750467,0.36121692,0.02663532,0.027047849,0.066434177,0.041024829,Luminespib,K5,0.041947276,0.025409348,0.985953023452148,[-0.28715969 -5.79401286  0.02851416]
BICR31,1290725,200,200_1290725,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985499964,0.998868394,0.881644117,0.623558065,0.449601463,0.243004452,0.118676497,0.084412612,0.037246366,Dacinostat,BICR31,0.014500036,0.0471662459999999,0.9935306260264575,[-0.28944444 -3.32068185  0.07146848]
KINGS-1,907279,272,272_907279,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96224096,0.974316938,0.872566602,0.72196238,0.535490608,0.246336204,0.053437073,0.019116038,0.008791837,AR-42,KINGS-1,0.0377590399999999,0.0103242009999999,0.9984764724068064,[-0.25160812 -3.11591508  0.00333108]
SK-MEL-30,909726,272,272_909726,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976996133,0.885864588,0.852794226,0.774607548,0.650258935,0.405808201,0.237647627,0.163352678,0.137206874,AR-42,SK-MEL-30,0.023003867,0.0261458039999999,0.9956220885310253,[-0.23276713 -2.37212381  0.13130688]
HT55,907287,136,136_907287,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999961827,0.957929414,0.964534613,0.922598248,0.852539301,0.782199595,0.243873409,0.100943009,0.059743019,Mitomycin-C,HT55,3.81729999999747e-05,0.04119999,0.9875902131419245,[-0.14449471 -4.21310131  0.06508476]
IST-SL2,753565,200,200_753565,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9736612,0.818329046,0.751212073,0.557394411,0.393932672,0.272995816,0.149728401,0.103234529,0.082855824,Dacinostat,IST-SL2,0.0263387999999999,0.020378705,0.9965312673383142,[-0.3346563  -2.41224008  0.09246039]
HD-MY-Z,907050,1012,1012_907050,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964025498,0.933434389,0.832659522,0.566976564,0.462763727,0.276275805,0.207996079,0.048113462,0.038537305,Vorinostat,HD-MY-Z,0.0359745019999999,0.009576157,0.9880292516629495,[-0.28877447 -2.46793093  0.06219149]
OAW-28,946360,200,200_946360,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992566148,0.972442152,0.894114366,0.807321877,0.580126534,0.251405468,0.149453101,0.038549936,0.036689485,Dacinostat,OAW-28,0.007433852,0.0018604509999999,0.997201718446235,[-0.24224159 -3.44703674  0.04731183]
H9,907043,190,190_907043,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98506515,0.647881341,0.161014978,0.049265424,0.052492785,0.084725119,0.076389226,0.055942394,0.040427884,Bleomycin,H9,0.01493485,0.01551451,0.9987884574947222,[-0.61450434 -8.56013621  0.05915213]
OPM-2,909249,62,62_909249,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969782041,0.927008725,0.881258691,0.807859743,0.648648822,0.436806855,0.213958837,0.069384002,0.023306195,BMS-536924,OPM-2,0.030217959,0.046077807,0.9996111848196042,[-0.20001562 -2.32390846  0.02521654]
CGTH-W-1,910568,273,273_910568,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950740805,0.928040102,0.881512974,0.914302102,0.90395291,0.835517857,0.1900612,0.036766262,0.027683653,CUDC-101,CGTH-W-1,0.0492591949999999,0.009082609,0.9768389279704562,[-0.13970857 -6.11812484  0.0272348 ]
COLO-205,905961,245,245_905961,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972599093,0.977466902,0.974325069,0.968300192,0.968661642,0.956584084,0.634280974,0.033532092,0.006462921,UNC0638,COLO-205,0.0274009069999999,0.027069171,0.9976046267487754,[-9.80688466e-02 -5.08203915e+00  2.58524739e-03]
NCI-H2170,687815,180,180_687815,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986055711,0.805361153,0.063231819,0.066338978,0.037067191,0.036873266,0.036095387,0.045242548,0.037006181,Thapsigargin,NCI-H2170,0.0139442889999999,0.008236367,0.9994716171515651,[ -0.60117109 -16.43627897   0.04296665]
NCI-H1092,687997,170,170_687997,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968311918,0.951065351,0.985373902,0.952108128,0.619703291,0.499344091,0.038084421,0.025004166,0.007553838,Shikonin,NCI-H1092,0.0316880819999999,0.017450328,0.9818833865609731,[-0.19426571 -3.53438863 -0.00517186]
D-247MG,946367,170,170_946367,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.951432896,0.935503643,0.920862071,0.889121777,0.898637955,0.420941894,0.068070723,0.04975187,0.024901728,Shikonin,D-247MG,0.0485671039999999,0.0248501419999999,0.9868289156422638,[-0.1876058  -5.74826035  0.03310776]
KCL-22,1330931,165,165_1330931,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986991891,0.966677944,0.793858174,0.366289914,0.160189043,0.076400312,0.036434008,0.019269226,0.009868355,DMOG,KCL-22,0.013008109,0.009400871,0.997294958418922,[-0.38622767 -5.68404101  0.03785229]
SK-MEL-28,905954,173,173_905954,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.99964712,0.912699452,0.360791482,0.025142407,0.037019959,0.025003893,0.023017087,0.016017815,0.019411401,FH535,SK-MEL-28,0.0003528799999999,0.0033935859999999,0.9995555543106192,[-0.51004671 -9.7395797   0.02024906]
KCL-22,1330931,201,201_1330931,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994090317,0.946395384,0.918443476,0.57054663,0.393435688,0.286855477,0.083418623,0.065217053,0.063791136,Epothilone B,KCL-22,0.005909683,0.0014259169999999,0.9852267578256245,[-0.30259964 -3.32093835  0.07495538]
EW-16,949165,276,276_949165,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.977409951,0.894203209,0.640125811,0.316743581,0.140997021,0.069542696,0.067514171,0.053109783,0.049797146,CAY10603,EW-16,0.0225900489999999,0.003312637,0.9997696018156327,[-0.43002918 -4.7596221   0.05796167]
KCL-22,1330931,11,11_1330931,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98131754,0.958801828,0.94628512,0.880886577,0.549921263,0.421624646,0.267623896,0.146985236,0.109176591,Paclitaxel,KCL-22,0.0186824599999999,0.0378086449999999,0.9864602952128545,[-0.23082476 -3.06760141  0.14197118]
RT-112,909704,208,208_909704,2,0.128,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978188309,0.958554728,0.938529955,0.932895365,0.954647074,0.865944599,0.227184645,0.193002982,0.185348418,Ispinesib Mesylate,RT-112,0.021811691,0.007654564,0.9897127462707819,[-0.14835964 -9.27635756  0.18717726]
IGR-1,907169,133,133_907169,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992846577,0.937159423,0.770899587,0.512835975,0.2550441,0.356839663,0.194533607,0.027474863,0.008426069,Doxorubicin,IGR-1,0.0071534229999999,0.019048794,0.9581943410381519,[-0.3413829  -2.85929489  0.08175838]
SK-LMS-1,909720,136,136_909720,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979295422,0.893082315,0.662536197,0.473927977,0.233799952,0.196624928,0.078588012,0.041193698,0.021323875,Mitomycin-C,SK-LMS-1,0.020704578,0.019869823,0.993298875802425,[-0.37926565 -3.19227235  0.05356654]
