CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last
MOLM-13,1330947,135,135_1330947,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987077245,0.949201466,0.667223473,0.299489824,0.15489436,0.14201914,0.14089492,0.136079433,0.141108134,Gemcitabine,MOLM-13,0.012922754999999952,0.0050287009999999965
H4,907042,157,157_907042,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.99192277,0.790618509,0.882487971,0.974879683,0.899610327,0.2405768,0.024411715,0.010315614,0.033485817,JNK-9L,H4,0.008077230000000046,0.023170203
Ca-Ski,906824,346,346_906824,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971461705,0.791182967,0.448076761,0.114851891,0.09665271,0.087483671,0.066876927,0.069895284,0.061894411,THZ-2-102-1,Ca-Ski,0.028538295000000047,0.008000872999999999
H4,907042,272,272_907042,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975318432,0.910844877,0.87454793,0.923773808,0.854465418,0.337784747,0.069760048,0.049114906,0.007260944,AR-42,H4,0.024681567999999987,0.041853962
NCI-H1385,1330965,268,268_1330965,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978924944,0.892991318,0.365435272,0.148061946,0.025675363,0.00635024,0.004438023,0.005534908,0.003493645,Sepantronium bromide,NCI-H1385,0.021075056000000036,0.0020412629999999998
CaR-1,924108,273,273_924108,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954030141,0.966972696,0.849365653,0.78192133,0.512588867,0.289911132,0.061389403,0.073887132,0.078818834,CUDC-101,CaR-1,0.045969858999999946,0.00493170200000001
EW-18,949164,344,344_949164,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96787862,0.919600122,0.853012865,0.632942892,0.345979179,0.028783026,0.031096249,0.029454372,0.033985954,THZ-2-49,EW-18,0.03212137999999998,0.004531581999999999
Ca-Ski,906824,272,272_906824,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988698719,0.872601946,0.807639349,0.707827611,0.693383225,0.350277884,0.171575486,0.077251274,0.063450028,AR-42,Ca-Ski,0.011301281000000052,0.01380124599999999
BOKU,753536,273,273_753536,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991410614,0.88650627,0.897964588,0.881145309,0.715922353,0.500378442,0.301839209,0.160898255,0.112155785,CUDC-101,BOKU,0.008589386000000032,0.048742469999999996
Ca-Ski,906824,235,235_906824,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964945927,0.90525769,0.753194507,0.535215735,0.480076252,0.084215138,0.052009342,0.039055347,0.024854656,QL-XII-47,Ca-Ski,0.03505407299999996,0.014200690999999998
RCH-ACV,1330994,1006,1006_1330994,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984349807,0.794564051,0.514331187,0.445140747,0.254996833,0.106822906,0.061990108,0.043548615,0.043118015,Cytarabine,RCH-ACV,0.015650193000000034,0.00043059999999999626
HT-3,907068,272,272_907068,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983465768,0.948419222,0.902666155,0.750766718,0.674116548,0.398652669,0.180624483,0.108315514,0.076699316,AR-42,HT-3,0.016534232000000038,0.031616198
SU-DHL-4,1331035,165,165_1331035,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989201311,0.957119707,0.790133875,0.629298471,0.419771314,0.165916411,0.020401623,0.01625648,0.009597336,DMOG,SU-DHL-4,0.010798689000000028,0.0066591440000000005
C3A,910850,190,190_910850,2,64.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962512028,0.627593228,0.255534921,0.200176233,0.241050956,0.223103388,0.191034006,0.129101843,0.157080172,Bleomycin,C3A,0.03748797199999998,0.027978328999999996
HMV-II,907058,274,274_907058,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994660177,0.953235114,0.866953056,0.633576616,0.405393348,0.225206296,0.138269355,0.097794369,0.077401217,Belinostat,HMV-II,0.005339823000000021,0.02039315200000001
MC-IXC,908118,167,167_908118,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973556909,0.927484137,0.766071554,0.789683074,0.373333733,0.416012085,0.277384971,0.023902964,0.029442861,OSU-03012,MC-IXC,0.026443090999999974,0.005539897000000002
WIL2-NS,1331049,179,179_1331049,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959078402,0.810579838,0.701089883,0.442354717,0.511353285,0.189752569,0.150201327,0.12716675,0.098792072,5-Fluorouracil,WIL2-NS,0.04092159799999995,0.028374678
SK-GT-4,1503365,1022,1022_1503365,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959909021,0.949479127,0.956258804,0.864492442,0.425419949,0.234051294,0.182068861,0.178566028,0.144078108,AZD7762,SK-GT-4,0.04009097900000003,0.03448791999999998
CA46,910703,152,152_910703,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960740838,0.986222698,0.902958663,0.935601134,0.701371291,0.518906911,0.309561605,0.196286505,0.178198676,CP466722,CA46,0.039259162000000014,0.018087829
NCI-H1573,908472,274,274_908472,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999649697,0.999509185,0.934259641,0.932622133,0.569966616,0.319846244,0.169523044,0.09709873,0.09662315,Belinostat,NCI-H1573,0.00035030300000005177,0.00047557999999998934
NCI-H1573,908472,268,268_908472,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971336488,0.952596483,0.858017718,0.761659852,0.359948427,0.237899526,0.156954768,0.097028474,0.047737873,Sepantronium bromide,NCI-H1573,0.028663511999999947,0.049290601
CHL-1,910853,200,200_910853,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962404966,0.842318134,0.195371334,0.068225243,0.118108663,0.118286574,0.05754581,0.016843875,0.026514615,Dacinostat,CHL-1,0.03759503399999997,0.009670739999999997
BHT-101,906696,276,276_906696,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994727642,0.890994337,0.750846329,0.491111512,0.395056575,0.247190457,0.067690194,0.052855064,0.034261062,CAY10603,BHT-101,0.0052723580000000325,0.018594002
OCI-AML3,1290455,257,257_1290455,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.957735081,0.996116617,0.979176428,0.955046707,0.862020085,0.461036298,0.136631779,0.108872451,0.135364345,NPK76-II-72-1,OCI-AML3,0.042264918999999956,0.026491894000000002
PA-TU-8988T,1240201,182,182_1240201,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963376563,0.67183933,0.407551583,0.275439229,0.227879082,0.159362872,0.015519205,-0.002365944,-0.002268383,Obatoclax Mesylate,PA-TU-8988T,0.036623437000000036,9.756099999999992e-05
H2591,1240131,268,268_1240131,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967873992,0.959657162,0.924290308,0.892560436,0.643366173,0.445398163,0.19969534,0.064048043,0.032526994,Sepantronium bromide,H2591,0.032126007999999984,0.031521049
H2591,1240131,157,157_1240131,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983775839,0.854350144,0.782715409,0.795469223,0.894134965,0.756387105,0.232041981,0.0833381,0.110238312,JNK-9L,H2591,0.016224161000000015,0.026900212000000007
EN,1240127,346,346_1240127,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986433944,0.860314766,0.257174895,0.248427896,0.24052218,0.193703458,0.190962692,0.168670157,0.140564853,THZ-2-102-1,EN,0.013566056000000049,0.028105303999999998
BEN,753534,163,163_753534,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999815037,0.883154423,0.721987773,0.603262639,0.56092941,0.294484071,0.184885664,0.060807377,0.106290351,JQ1,BEN,0.00018496300000003796,0.045482974
SBC-1,713885,274,274_713885,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987254226,0.66714974,0.405864829,0.191637295,0.087339623,0.023102433,0.011796852,0.015709002,0.009093195,Belinostat,SBC-1,0.012745773999999988,0.006615807
LU-134-A,753588,104,104_753588,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979970573,0.921319695,0.956468726,0.951534443,0.958146951,0.774400524,0.253924803,0.033163721,0.027438011,Bortezomib,LU-134-A,0.02002942699999999,0.0057257099999999984
YH-13,909905,1004,1004_909905,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958830489,0.998624661,0.871059648,0.558698352,0.299055014,0.102317706,0.080398102,0.056020051,0.086156041,Vinblastine,YH-13,0.04116951099999999,0.03013599
ARH-77,906765,276,276_906765,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973374577,0.842191691,0.697936719,0.411226336,0.130901705,0.037664488,0.017321965,0.015114189,0.014131059,CAY10603,ARH-77,0.026625423000000037,0.0009831300000000005
ALL-PO,910944,219,219_910944,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972464472,0.953674733,0.784123427,0.321947389,0.099208487,0.03777318,0.005610487,0.001241567,0.002052817,AT-7519,ALL-PO,0.02753552800000003,0.0008112500000000001
SNU-61,1660035,274,274_1660035,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991234421,0.644300885,0.324031757,0.169815223,0.132707863,0.104811336,0.10874381,0.113715214,0.126407747,Belinostat,SNU-61,0.008765578999999968,0.012692532999999992
RT-112,909704,276,276_909704,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.958250056,0.900961938,0.842851455,0.761132499,0.681690288,0.494525712,0.164996175,0.061182844,0.055089131,CAY10603,RT-112,0.04174994399999998,0.006093713000000001
HCC202,1290906,273,273_1290906,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966887312,0.895161953,0.79633848,0.671435942,0.326034383,0.122825595,0.057561677,0.049875884,0.050529121,CUDC-101,HCC202,0.033112688,0.000653237000000001
NCI-H146,910899,1012,1012_910899,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950199385,0.922447428,0.82478405,0.788219909,0.58886968,0.090357269,0.043474479,0.03775426,0.037429228,Vorinostat,NCI-H146,0.04980061499999999,0.00032503199999999594
NCI-H2030,722045,200,200_722045,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.990723911,0.933386746,0.841627343,0.553509007,0.408883132,0.160523532,0.198529671,0.071959729,0.044332734,Dacinostat,NCI-H2030,0.009276088999999987,0.027626995
TGBC24TKB,910695,308,308_910695,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984056681,0.944915041,0.945254876,0.868443477,0.893995051,0.692666344,0.246361176,0.125157255,0.10090323,WIKI4,TGBC24TKB,0.01594331900000001,0.024254025
H2803,1240135,274,274_1240135,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993823392,0.878111175,0.892659193,0.735670126,0.33110174,0.113999877,0.053071489,0.039098142,0.039071619,Belinostat,H2803,0.006176607999999972,2.652300000000052e-05
SU-DHL-5,1331036,303,303_1331036,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.991889735,0.931462379,0.897462093,0.436827798,0.220958696,0.066560635,0.015144809,0.008366041,0.003495505,PIK-93,SU-DHL-5,0.008110265000000005,0.004870536
MHH-NB-11,908135,346,346_908135,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971990565,0.900202875,0.884335688,0.414217774,0.334951303,0.235239745,0.221750817,0.194966464,0.171627113,THZ-2-102-1,MHH-NB-11,0.02800943499999997,0.023339351000000008
SCC-15,910911,194,194_910911,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95990799,0.964930623,0.882178579,0.842903278,0.629281763,0.459063329,0.147111695,0.140023807,0.130491444,Luminespib,SCC-15,0.040092009999999956,0.009532362999999988
COLO-824,906812,245,245_906812,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9840303,0.975883408,0.920973805,0.952055001,0.889887055,0.857832619,0.396832133,0.028436589,0.005151029,UNC0638,COLO-824,0.015969699999999976,0.023285560000000004
NCI-H810,925341,276,276_925341,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.9896247,0.830508871,0.604980686,0.266515507,0.034065221,0.010743593,0.0075811,0.007731886,0.00803949,CAY10603,NCI-H810,0.010375299999999976,0.0003076039999999995
EW-13,949166,235,235_949166,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955004585,0.993301226,0.932304854,0.995240279,0.77491912,0.557536817,0.399396303,0.050010563,0.001863759,QL-XII-47,EW-13,0.04499541500000004,0.048146804
PF-382,909260,245,245_909260,2,40.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988496944,0.992902691,0.946050985,0.925298453,0.648327751,0.187707711,0.010555224,0.001971333,0.005084619,UNC0638,PF-382,0.011503056000000011,0.0031132860000000003
JHH-1,1298151,200,200_1298151,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969708757,0.858315878,0.449862698,0.043549192,0.009046614,0.013269156,0.019777443,0.011608271,0.012692986,Dacinostat,JHH-1,0.030291242999999968,0.001084715
ARH-77,906765,194,194_906765,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979496709,0.916507608,0.972154814,0.998565915,0.592590597,0.232752966,0.186523591,0.167736366,0.182620831,Luminespib,ARH-77,0.020503291000000035,0.014884465000000013
22RV1,924100,272,272_924100,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950835454,0.88829904,0.739564291,0.430921454,0.276040589,0.150123138,0.104095839,0.074777122,0.061590401,AR-42,22RV1,0.049164545999999976,0.013186720999999998
K052,907284,268,268_907284,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955622607,0.860205283,0.286764024,0.072857271,0.038846822,0.02468448,0.015155879,0.012695619,0.011503224,Sepantronium bromide,K052,0.04437739299999999,0.0011923950000000006
HSC-2,753562,133,133_753562,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.978349134,0.837406908,0.700861614,0.388161331,0.225868491,0.146446034,0.125339925,0.012847225,0.007207049,Doxorubicin,HSC-2,0.02165086599999999,0.005640176
KELLY,753618,170,170_753618,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986029875,0.998145214,0.928575843,0.543879536,0.035866427,0.007067411,0.004841636,0.004688564,0.002463922,Shikonin,KELLY,0.013970125000000055,0.002224642
SK-PN-DW,909731,170,170_909731,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988960348,0.701221285,0.119991464,0.028485615,0.026372171,0.015854906,0.012729268,0.00654098,0.006573562,Shikonin,SK-PN-DW,0.011039652000000011,3.258199999999975e-05
NCI-H1836,1240182,276,276_1240182,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.976871742,0.991385309,0.938133222,0.766186278,0.580546254,0.12607594,0.01062187,0.00788051,0.010657544,CAY10603,NCI-H1836,0.023128257999999957,0.0027770339999999994
HT-29,905939,163,163_905939,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973528997,0.835159813,0.834819063,0.668342211,0.436592735,0.350108879,0.237151288,0.171175558,0.145960104,JQ1,HT-29,0.02647100300000005,0.025215453999999998
HT-29,905939,276,276_905939,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.962670754,0.962919287,0.902048678,0.712294191,0.343716675,0.152078364,0.08374253,0.072598231,0.054654985,CAY10603,HT-29,0.03732924599999998,0.017943245999999996
CAL-29,1290730,1007,1007_1290730,2,0.0125,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999596564,0.885650655,0.848061268,0.692485161,0.481237044,0.417549939,0.231699789,0.201957951,0.191988977,Docetaxel,CAL-29,0.00040343600000003477,0.009968973999999992
TGBC24TKB,910695,173,173_910695,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952451352,0.894263662,0.932053757,0.938034216,0.803886698,0.57932791,0.353339759,0.048661122,0.040359376,FH535,TGBC24TKB,0.04754864800000003,0.008301745999999999
SK-HEP-1,909719,201,201_909719,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968534435,0.72528172,0.868725052,0.498050879,0.328015441,0.200602308,0.216401454,0.086815158,0.050121175,Epothilone B,SK-HEP-1,0.03146556499999997,0.036693983000000006
HT-29,905939,274,274_905939,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98080701,0.864160707,0.761649024,0.436127102,0.163492347,0.070592786,0.047358973,0.035174275,0.034995808,Belinostat,HT-29,0.019192989999999965,0.00017846699999999466
NCI-H2170,687815,173,173_687815,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996569062,0.804624674,0.728531975,0.549227577,0.177521214,0.038381088,0.04005233,0.131918325,0.129839623,FH535,NCI-H2170,0.00343093800000005,0.0020787020000000156
ALL-PO,910944,344,344_910944,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966868174,0.798495683,0.594894752,0.321719485,0.240072631,0.007078034,0.007207918,0.009359323,0.009922153,THZ-2-49,ALL-PO,0.033131825999999975,0.0005628300000000003
CESS,910688,330,330_910688,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.97063655,0.984342154,0.953620922,0.954332611,0.963396572,0.599177533,0.515003551,0.081500044,0.043312794,XMD13-2,CESS,0.029363449999999958,0.03818724999999999
NCI-SNU-16,908446,87,87_908446,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.971684732,0.947147201,0.926193275,0.703040777,0.18986661,0.137973735,0.142885702,0.145019508,0.151073966,GW843682X,NCI-SNU-16,0.02831526799999995,0.0060544580000000126
PC-3,905934,235,235_905934,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.963897303,0.999256709,0.969235759,0.95419453,0.983214161,0.767142573,0.585471987,0.160604104,0.119591542,QL-XII-47,PC-3,0.03610269700000002,0.041012562
HT-29,905939,200,200_905939,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.986731374,0.832469173,0.620332882,0.226653217,0.051858975,0.025233477,0.042665787,0.018719918,0.020131386,Dacinostat,HT-29,0.013268626000000006,0.0014114680000000025
RPMI-8402,909702,275,275_909702,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950680855,0.909077938,0.92195593,0.676293089,0.530810222,0.417716883,0.317902426,0.195565043,0.172782718,I-BET-762,RPMI-8402,0.04931914500000001,0.022782324999999992
BV-173,910710,328,328_910710,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.982876529,0.937571952,0.757634048,0.279018466,0.042691514,0.099401245,0.009818042,0.007058543,0.005141418,SNX-2112,BV-173,0.017123471,0.0019171249999999996
HT-29,905939,180,180_905939,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994854674,0.584351259,0.051321086,0.031650844,0.050174637,0.024850673,0.040184431,0.043293978,0.052196628,Thapsigargin,HT-29,0.00514532599999995,0.008902650000000005
NEC8,910942,182,182_910942,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975373138,0.639460307,0.350476673,0.294364364,0.257228368,0.192972005,0.169760021,0.11157754,0.122122231,Obatoclax Mesylate,NEC8,0.02462686199999997,0.010544690999999995
PC-3,905934,180,180_905934,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967604306,0.621800489,0.390684417,0.3632025,0.070600328,0.091337987,0.100533988,0.165049406,0.159564417,Thapsigargin,PC-3,0.032395693999999975,0.005484989000000023
PC-14,753608,219,219_753608,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.965544469,0.957328919,0.922313206,0.68844714,0.294674751,0.117348981,0.076565493,0.060561929,0.064647271,AT-7519,PC-14,0.034455530999999984,0.004085342000000006
LCLC-97TM1,946361,1004,1004_946361,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.967226623,0.869188092,0.835875767,0.756550829,0.338054314,0.169567304,0.115622735,0.116282945,0.108745769,Vinblastine,LCLC-97TM1,0.03277337700000005,0.007537175999999993
HCC-44,1240145,201,201_1240145,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.972675046,0.877942144,0.461994437,0.259897579,0.129547138,0.047035542,0.084762772,0.082236561,0.072927509,Epothilone B,HCC-44,0.027324954000000012,0.009309051999999998
MKL-2,1333015,88,88_1333015,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994552756,0.838283926,0.73761482,0.317226069,0.100998179,0.035187581,0.024337769,0.016423837,0.017487385,Entinostat,MKL-2,0.005447243999999962,0.001063548000000001
G-401,907299,204,204_907299,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984580538,0.77223897,0.500266122,0.469940906,0.388571313,0.245358662,0.287089717,0.115058894,0.080808855,Tipifarnib,G-401,0.015419461999999995,0.034250038999999996
L-363,924239,1058,1058_924239,2,4.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.988539111,0.845556949,0.674278362,0.553264079,0.344784508,0.239429046,0.18333949,0.134434322,0.133041406,Pictilisib,L-363,0.011460888999999974,0.001392915999999994
TUR,909773,252,252_909773,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.959376265,0.99920646,0.975043668,0.970251014,0.808738183,0.266131352,0.036278078,0.017726396,0.013410158,WZ3105,TUR,0.04062373500000005,0.004316237999999998
EPLC-272H,753556,301,301_753556,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.985840423,0.81231818,0.76511117,0.686764871,0.55985733,0.234881731,0.222634401,0.057094865,0.026386347,PHA-793887,EPLC-272H,0.014159577000000034,0.030708518
D-566MG,946377,1057,1057_946377,2,0.25,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996372361,0.977432802,0.87526051,0.684557987,0.530141294,0.358943689,0.256099573,0.202537223,0.163498017,Dactolisib,D-566MG,0.0036276389999999603,0.03903920599999999
OVMIU,1240200,346,346_1240200,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952286026,0.840838934,0.346829659,0.158411895,0.167843268,0.148633608,0.153614657,0.147494491,0.135106591,THZ-2-102-1,OVMIU,0.04771397399999999,0.012387900000000007
EM-2,906855,165,165_906855,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980895245,0.980986605,0.902585884,0.757508959,0.472499176,0.102551367,0.022364054,0.011824679,0.007882247,DMOG,EM-2,0.019104754999999973,0.003942431999999999
