CELL_LINE_NAME,COSMIC_ID,DRUG_ID,DRUGID_COSMICID,FOLD_DILUTION,MAX_CONC,fd_num_0,fd_num_1,fd_num_2,fd_num_3,fd_num_4,fd_num_5,fd_num_6,fd_num_7,fd_num_8,fd_num_9,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,drug_name,CCL_name,dif_first,dif_last
CAL-85-1,910852,135,135_910852,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966710106,0.930561533,0.953966705,0.86237022,0.87833895,0.55331762,0.266445142,0.160736644,0.163344663,Gemcitabine,CAL-85-1,0.03328989400000004,0.002608018999999989
H3255,1247873,201,201_1247873,2,0.032,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.969107641,0.914353508,0.950638048,0.883053934,0.797281044,0.361973882,0.259967211,0.186637955,0.14859875,Epothilone B,H3255,0.03089235899999998,0.03803920499999999
NKM-1,908448,179,179_908448,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979954721,0.867799773,0.707302868,0.529621445,0.287315257,0.137574946,0.074247125,0.064181604,0.04775916,5-Fluorouracil,NKM-1,0.02004527899999997,0.016422444
P30-OHK,909252,172,172_909252,2,32.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968566764,0.972798571,0.973245536,0.99081767,0.959956291,0.690914929,0.188247842,0.037345871,0.030164092,Embelin,P30-OHK,0.03143323600000003,0.007181779000000003
NCI-H446,688023,104,104_688023,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955231115,0.983024985,0.979627878,0.960286458,0.940142212,0.851915605,0.051390438,-0.005091278,-0.009122931,Bortezomib,NCI-H446,0.04476888499999998,0.0040316530000000005
SJSA-1,909717,135,135_909717,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966935525,0.992390506,0.941934507,0.966984006,0.76276899,0.278862105,0.202558865,0.164644143,0.151666532,Gemcitabine,SJSA-1,0.03306447499999998,0.012977611
U251,905983,301,301_905983,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.954759289,0.808133265,0.785830665,0.636208169,0.582586344,0.534970475,0.482882967,0.217279378,0.179976673,PHA-793887,U251,0.045240711000000045,0.03730270499999999
RCC-MF,1524419,276,276_1524419,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.950774241,0.762952015,0.705747214,0.47512873,0.375442545,0.12944636,0.014862964,0.040492465,0.010818676,CAY10603,RCC-MF,0.049225759000000036,0.029673789
SUP-HD1,1331039,273,273_1331039,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.960714857,0.92834363,0.749033918,0.58617095,0.315074263,0.129768416,0.060609175,0.026868583,0.068225934,CUDC-101,SUP-HD1,0.03928514299999997,0.041357351
NBsusSR,925342,1024,1024_925342,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973844855,0.837490771,0.551734355,0.40616039,0.327589178,0.188065935,0.175698725,0.093979985,0.094100784,Lestauritinib,NBsusSR,0.026155145000000046,0.00012079900000000476
NBsusSR,925342,83,83_925342,2,1.2,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.998039371,0.876945654,0.760851033,0.562997473,0.194593465,0.121200296,0.079828907,0.070944586,0.068533553,JW-7-52-1,NBsusSR,0.001960629000000047,0.002411033000000007
OVCA433,1480367,308,308_1480367,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994898111,0.991336262,0.973881805,0.92136075,0.824305777,0.72248599,0.499343354,0.015497809,0.001835366,WIKI4,OVCA433,0.005101888999999971,0.013662443
SU-DHL-10,1331033,303,303_1331033,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975951082,0.832217421,0.542373565,0.146662421,0.045176084,0.013269028,0.011554039,0.007275556,0.002588999,PIK-93,SU-DHL-10,0.024048917999999975,0.004686557
LU-134-A,753588,1011,1011_753588,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994724141,0.974833032,0.956747656,0.897822999,0.680987006,0.408001656,0.262801377,0.141375374,0.095299052,Navitoclax,LU-134-A,0.005275859000000049,0.046076322
SNB75,905982,274,274_905982,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95213259,0.903139094,0.874158326,0.755646038,0.578416556,0.383315066,0.266894504,0.192796528,0.1614376,Belinostat,SNB75,0.047867410000000055,0.03135892800000001
AGS,906790,273,273_906790,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989556911,0.981025927,0.895414735,0.904166883,0.597907665,0.079131755,0.009805224,0.003602283,0.005486704,CUDC-101,AGS,0.010443089000000016,0.0018844210000000003
H2869,1240138,276,276_1240138,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973787466,0.927164559,0.913507689,0.865370549,0.891466789,0.724491141,0.253276974,0.039203649,0.026098881,CAY10603,H2869,0.02621253400000001,0.013104768
SW13,909744,200,200_909744,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979449799,0.885282756,0.864048241,0.783992998,0.394154803,0.068925869,0.06555117,0.053163839,0.035743096,Dacinostat,SW13,0.020550201000000046,0.017420742999999995
NOS-1,925345,152,152_925345,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.952828167,0.938944689,0.745136625,0.675760256,0.474645818,0.232013125,0.138999292,0.102608719,0.053975524,CP466722,NOS-1,0.04717183300000005,0.048633195000000004
647-V,906797,170,170_906797,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999221928,0.929353736,0.866122171,0.212184072,0.022392565,0.005336968,0.018082764,0.010621566,0.006174892,Shikonin,647-V,0.0007780720000000185,0.004446674
639-V,906798,194,194_906798,2,0.256,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.999348185,0.867819947,0.832093432,0.267392524,0.019047189,0.028307242,0.012089881,0.009847536,0.01857909,Luminespib,639-V,0.000651815,0.008731553999999999
DB,906832,200,200_906832,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979170869,0.921187256,0.619113501,0.245988419,0.038116354,0.020404579,0.102025341,0.019653416,0.012839796,Dacinostat,DB,0.020829130999999945,0.006813619999999999
NCI-H647,1240191,331,331_1240191,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.997678325,0.950195604,0.727567929,0.768559833,0.538554364,0.463721697,0.252828174,0.093575635,0.098412069,QL-X-138,NCI-H647,0.002321675000000023,0.0048364340000000006
NCI-H2196,908481,170,170_908481,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.99950318,0.959415021,0.971521883,0.876303404,0.300448939,0.080093123,0.035479574,0.006508814,0.010488178,Shikonin,NCI-H2196,0.0004968199999999534,0.003979364000000001
SK-ES-1,684072,167,167_684072,2,16.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987398763,0.926709872,0.816923928,0.645267162,0.622529054,0.601303537,0.517184734,0.012704076,0.006782694,OSU-03012,SK-ES-1,0.012601237000000043,0.005921382
NCI-H1734,722058,274,274_722058,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.984202307,0.904239924,0.833075506,0.576580695,0.326354265,0.150437827,0.078787312,0.057862351,0.033392761,Belinostat,NCI-H1734,0.015797693,0.02446959
BE-13,906763,252,252_906763,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955770294,0.968650046,0.949938209,0.91685449,0.763489695,0.189371585,0.049050012,0.039408942,0.03570566,WZ3105,BE-13,0.04422970599999998,0.003703282000000002
HT-1080,907064,180,180_907064,2,0.512,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979139025,0.099871395,0.04781553,0.085643586,0.023324259,0.021890042,0.028608465,0.053659605,0.050157449,Thapsigargin,HT-1080,0.02086097499999995,0.0035021559999999993
LOUCY,907789,41,41_907789,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98589525,0.997154744,0.955297309,0.987478014,0.939958662,0.294485147,0.03742984,0.024941453,0.018959982,S-Trityl-L-cysteine,LOUCY,0.01410475,0.005981470999999999
RD-ES,1330996,276,276_1330996,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.996038784,0.976424529,0.979786781,0.793460302,0.486394749,0.053698862,0.00973792,0.010933611,0.011010788,CAY10603,RD-ES,0.00396121599999999,7.717700000000119e-05
KELLY,753618,272,272_753618,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.975745848,0.943892887,0.701937877,0.760649058,0.022356004,0.126315031,0.019205147,0.022627666,0.010122636,AR-42,KELLY,0.02425415200000003,0.01250503
HT-1080,907064,276,276_907064,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983178589,0.977032478,0.961115266,0.898776932,0.870122593,0.552195274,0.205913017,0.0446297,0.022718875,CAY10603,HT-1080,0.01682141100000001,0.021910825000000002
CADO-ES1,753539,235,235_753539,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968418476,0.95298739,0.792572042,0.65499102,0.584184259,0.383882711,0.138101838,0.041995952,0.011719457,QL-XII-47,CADO-ES1,0.03158152400000003,0.030276495
KG-1,907278,159,159_907278,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.983480078,0.962922014,0.931511088,0.726358742,0.299693673,0.195809751,0.155652084,0.108487877,0.109554451,HG6-64-1,KG-1,0.016519921999999965,0.0010665740000000007
MOLM-13,1330947,41,41_1330947,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979739375,0.990719771,0.979753426,0.980520578,0.85991607,0.153642687,0.064384644,0.064550439,0.062933237,S-Trityl-L-cysteine,MOLM-13,0.020260625000000032,0.0016172019999999981
NKM-1,908448,235,235_908448,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.953927921,0.873068978,0.742014444,0.632821484,0.480076193,0.298832279,0.04502185,0.013814988,0.008240116,QL-XII-47,NKM-1,0.04607207899999999,0.005574872
HuP-T3,907285,274,274_907285,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992252953,0.908041641,0.683456392,0.543900359,0.406029064,0.222483403,0.18646774,0.159208991,0.159970968,Belinostat,HuP-T3,0.007747046999999951,0.000761976999999997
D-423MG,946372,308,308_946372,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980297613,0.924505641,0.886568764,0.886001696,0.847775614,0.455895423,0.291723445,0.014568756,0.00498908,WIKI4,D-423MG,0.019702387000000043,0.009579676
CHL-1,910853,344,344_910853,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.95163368,0.922052227,0.687361539,0.582084932,0.006509737,0.004950737,0.006649427,0.003549878,0.003617088,THZ-2-49,CHL-1,0.04836631999999996,6.721000000000027e-05
DND-41,1297446,235,235_1297446,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.981495014,0.963808792,0.926377849,0.796018098,0.807678388,0.487637709,0.307648308,0.01118382,0.009652863,QL-XII-47,DND-41,0.018504985999999946,0.0015309570000000012
OVISE,1240198,1012,1012_1240198,2,10.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.994438943,0.889186243,0.72499347,0.686497633,0.496133953,0.401710521,0.200551421,0.043341929,0.04596727,Vorinostat,OVISE,0.00556105699999998,0.0026253409999999963
SNU-423,909737,346,346_909737,2,2.5,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.98246279,0.99939739,0.917378388,0.762196555,0.255551479,0.148719378,0.118593895,0.101463761,0.056635846,THZ-2-102-1,SNU-423,0.01753720999999997,0.044827915
NCI-H196,1240186,165,165_1240186,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.968119694,0.933081388,0.814917485,0.784773984,0.709779614,0.335117638,0.160425345,0.085614603,0.071899969,DMOG,NCI-H196,0.031880306000000025,0.013714634000000003
AMO-1,1295741,1004,1004_1295741,2,0.1,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989896236,0.990908601,0.699901823,0.383250666,0.184842703,0.126511713,0.089450901,0.064461633,0.081929005,Vinblastine,AMO-1,0.010103764000000015,0.017467371999999995
MOLM-13,1330947,11,11_1330947,2,0.1024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.955374558,0.991923891,0.955184878,0.831201247,0.443315782,0.13305462,0.087116803,0.075231561,0.074804429,Paclitaxel,MOLM-13,0.04462544199999996,0.00042713199999999674
RXF393,905978,51,51_905978,2,1.28,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.964107566,0.756485075,0.588634346,0.326903197,0.15250192,0.06904099,0.109386228,0.142962836,0.126808586,Dasatinib,RXF393,0.03589243399999997,0.01615425000000001
OCI-LY-19,1330984,196,196_1330984,2,4000.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.993729834,0.985417782,0.832429746,0.542808186,0.141775548,0.009663073,0.006621206,0.006802525,0.003965835,Phenformin,OCI-LY-19,0.006270165999999966,0.0028366900000000002
BE-13,906763,328,328_906763,2,2.56,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.980057894,0.928602794,0.628188495,0.287183828,0.22820226,0.174454551,0.153053602,0.148079758,0.127679729,SNX-2112,BE-13,0.019942106000000015,0.020400029000000014
HCC2998,905971,273,273_905971,2,5.12,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.989815969,0.996484,0.971192706,0.96537268,0.94111316,0.78072211,0.398260462,0.118026562,0.072455007,CUDC-101,HCC2998,0.010184030999999982,0.045571555
P30-OHK,909252,265,265_909252,2,20.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.966956423,0.996467246,0.886223635,0.858726838,0.737676201,0.262495691,0.067919439,0.023670632,0.007105336,Tubastatin A,P30-OHK,0.033043577000000046,0.016565296
HCC1599,749713,88,88_749713,2,5.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.987135401,0.811721382,0.818786875,0.787059944,0.535306445,0.532926058,0.285611744,0.235721357,0.199801162,Entinostat,HCC1599,0.012864599000000032,0.03592019499999999
HSC-3,907061,135,135_907061,2,1.024,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.992944386,0.630069055,0.093903497,0.083758761,0.049988594,0.076073225,0.076727586,0.063999621,0.063229784,Gemcitabine,HSC-3,0.007055613999999988,0.0007698370000000093
P30-OHK,909252,301,301_909252,2,10.24,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.973386199,0.622519755,0.418112494,0.339626737,0.30553197,0.27394613,0.220702105,0.086675064,0.057624795,PHA-793887,P30-OHK,0.026613800999999992,0.029050268999999997
COLO-320-HSR,910569,35,35_910569,2,2.0,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.96948468,0.989238842,0.947960778,0.926649372,0.69582523,0.389733241,0.180756501,0.139546626,0.110973896,NVP-TAE684,COLO-320-HSR,0.030515320000000012,0.028572730000000005
HCC1187,749711,104,104_749711,2,0.02,0,0.111111111,0.222222222,0.333333333,0.444444444,0.555555556,0.666666667,0.777777778,0.888888889,1.0,1,0.979653747,0.992353185,0.84801932,0.792297898,0.912458133,0.771759161,0.429253255,0.075611233,0.030601629,Bortezomib,HCC1187,0.020346253000000036,0.045009603999999995
